model,dataset,method,low_fraction,cell_n,low_n,high_n,low_score_cutoff,high_score_cutoff,low_error_rate,high_error_rate,low_hallucination_rate,high_hallucination_rate,low_severe_hallucination_rate,low_vs_high_hallucination_gap,low_hallucination_n,low_error_n,low_hallucination_share,high_hallucination_recall,cell_hallucination_n,cell_error_n,low_correct_clean_n,low_correct_hallucination_n,low_wrong_clean_n,low_wrong_hallucination_n
qwen,hallusionbench,umpire,0.2,1113,223,223,-16.929015831469087,113.00458763622068,0.242152466367713,0.45739910313901344,0.3094170403587444,0.49327354260089684,0.19730941704035873,-0.18385650224215244,69,54,0.1329479768786127,0.2119460500963391,519,465,144,25,10,44
qwen,hallusionbench,umpire,0.3,1113,334,334,-14.390163706373874,65.7505236399894,0.2994011976047904,0.46407185628742514,0.37425149700598803,0.48502994011976047,0.24850299401197604,-0.11077844311377244,125,100,0.24084778420038536,0.31213872832369943,519,465,192,42,17,83
qwen,mmvet,perplexity,0.1,213,22,22,1.0002492221060986,1.7599085022009822,0.3181818181818182,0.8181818181818182,0.3181818181818182,0.18181818181818182,0.18181818181818182,0.13636363636363635,7,7,0.10606060606060606,0.06060606060606061,66,111,12,3,3,4
qwen,mmvet,perplexity,0.2,213,43,43,1.0011288758913053,1.4030143824636998,0.23255813953488372,0.813953488372093,0.27906976744186046,0.2558139534883721,0.13953488372093023,0.023255813953488358,12,10,0.18181818181818182,0.16666666666666666,66,111,27,6,4,6
qwen,mmvet,perplexity,0.3,213,64,64,1.0048554183387135,1.254759928333753,0.265625,0.75,0.3125,0.328125,0.171875,-0.015625,20,17,0.30303030303030304,0.3181818181818182,66,111,38,9,6,11
qwen,mmvet,semantic_entropy,0.1,213,22,22,-0.0,1.427055012743843,0.09090909090909091,0.9090909090909091,0.22727272727272727,0.4090909090909091,0.09090909090909091,-0.18181818181818185,5,2,0.07575757575757576,0.13636363636363635,66,111,17,3,0,2
qwen,mmvet,semantic_entropy,0.2,213,43,43,-0.0,1.1722864342873014,0.18604651162790697,0.8604651162790697,0.27906976744186046,0.32558139534883723,0.11627906976744186,-0.04651162790697677,12,8,0.18181818181818182,0.21212121212121213,66,111,28,7,3,5
qwen,mmvet,semantic_entropy,0.3,213,64,64,0.26121433608347305,0.9764937625690184,0.25,0.875,0.25,0.34375,0.109375,-0.09375,16,16,0.24242424242424243,0.3333333333333333,66,111,39,9,9,7
qwen,mmvet,umpire,0.1,213,22,22,-18.059445172450523,21.648962667410444,0.045454545454545456,0.8636363636363636,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.13636363636363635,6,1,0.09090909090909091,0.045454545454545456,66,111,16,5,0,1
qwen,mmvet,umpire,0.2,213,43,43,-14.879632682645733,17.017998158715542,0.16279069767441862,0.8604651162790697,0.3023255813953488,0.20930232558139536,0.13953488372093023,0.09302325581395346,13,7,0.19696969696969696,0.13636363636363635,66,111,29,7,1,6
qwen,mmvet,umpire,0.3,213,64,64,-8.616984953347647,10.764623164879534,0.203125,0.84375,0.296875,0.296875,0.171875,0.0,19,13,0.2878787878787879,0.2878787878787879,66,111,43,8,2,11
internvl,vilp,perplexity,0.1,898,90,90,1.0003165475885991,1.2756537440682678,0.2222222222222222,0.4888888888888889,0.2111111111111111,0.25555555555555554,0.13333333333333333,-0.044444444444444425,19,20,0.07661290322580645,0.09274193548387097,248,328,63,7,8,12
internvl,vilp,perplexity,0.2,898,180,180,1.0006839275226074,1.1308113226103422,0.2111111111111111,0.4444444444444444,0.21666666666666667,0.2833333333333333,0.15555555555555556,-0.06666666666666665,39,38,0.15725806451612903,0.2056451612903226,248,328,131,11,10,28
internvl,vilp,perplexity,0.3,898,270,270,1.0013797443840213,1.0440240675419912,0.23333333333333334,0.46296296296296297,0.22962962962962963,0.3148148148148148,0.17037037037037037,-0.0851851851851852,62,63,0.25,0.34274193548387094,248,328,191,16,17,46
internvl,vilp,semantic_entropy,0.1,898,90,90,-0.0,1.041161169107837,0.12222222222222222,0.5444444444444444,0.1,0.4222222222222222,0.07777777777777778,-0.3222222222222222,9,11,0.036290322580645164,0.1532258064516129,248,328,77,2,4,7
internvl,vilp,semantic_entropy,0.2,898,180,180,-0.0,0.7602498864423803,0.16666666666666666,0.5888888888888889,0.15,0.42777777777777776,0.1111111111111111,-0.2777777777777778,27,30,0.10887096774193548,0.31048387096774194,248,328,143,7,10,20
internvl,vilp,semantic_entropy,0.3,898,270,270,-0.0,0.6531467377890791,0.2037037037037037,0.5444444444444444,0.18518518518518517,0.3888888888888889,0.14074074074074075,-0.20370370370370372,50,55,0.20161290322580644,0.42338709677419356,248,328,203,12,17,38
internvl,vilp,umpire,0.1,898,90,90,-17.825194861824315,50.40431826370131,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.28888888888888886,0.07777777777777778,-0.15555555555555553,12,12,0.04838709677419355,0.10483870967741936,248,328,73,5,5,7
internvl,vilp,umpire,0.2,898,180,180,-15.030286947009097,33.33182382134028,0.17777777777777778,0.48333333333333334,0.15,0.31666666666666665,0.1111111111111111,-0.16666666666666666,27,32,0.10887096774193548,0.22983870967741934,248,328,141,7,12,20
internvl,vilp,umpire,0.3,898,270,270,-12.176560625614933,18.82775546250241,0.22592592592592592,0.45555555555555555,0.2,0.31851851851851853,0.14814814814814814,-0.11851851851851852,54,61,0.21774193548387097,0.3467741935483871,248,328,195,14,21,40
internvl,hallusionbench,perplexity,0.1,1122,113,113,1.0000352859501471,1.023334193167431,0.061946902654867256,0.584070796460177,0.13274336283185842,0.6017699115044248,0.035398230088495575,-0.46902654867256643,15,7,0.030120481927710843,0.13654618473895583,498,438,95,11,3,4
internvl,hallusionbench,perplexity,0.2,1122,225,225,1.0000855207441224,1.0036262035229129,0.17333333333333334,0.49333333333333335,0.27111111111111114,0.5288888888888889,0.13777777777777778,-0.2577777777777777,61,39,0.12248995983935743,0.2389558232931727,498,438,156,30,8,31
