model,dataset,method,target,score_direction,n,positive_n,positive_rate,auroc,auroc_ci_low,auroc_ci_high,bootstrap_undefined,auprc,auprc_random_baseline,prr,rank_biserial,tail_n,bottom20_rate,top20_rate,top20_lift_vs_prevalence,top_vs_bottom_risk_ratio,top_minus_bottom
internvl,hallusionbench,semantic_entropy,hallucination,risk=UQ,1122,498,0.44385026737967914,0.624600967974462,0.5930714771709364,0.657541152239787,0,0.5412396791307226,0.44385026737967914,0.26743152241690904,0.24920193594892392,225,0.3111111111111111,0.5822222222222222,1.3117536813922355,1.8714285714285712,0.2711111111111111
internvl,hallusionbench,semantic_entropy,hallucination_given_error,risk=UQ,438,354,0.8082191780821918,0.5439534570890503,0.4652688859518524,0.6161353951890034,0,0.8331076526774759,0.8082191780821918,0.05361450744287555,0.08790691417810059,88,0.7954545454545454,0.8295454545454546,1.026386748844376,1.042857142857143,0.03409090909090917
internvl,hallusionbench,umpire,error,risk=UQ,1122,438,0.39037433155080214,0.6293993164036423,0.5977134484485522,0.6609208325999301,0,0.48565832636630074,0.39037433155080214,0.3876297512762708,0.25879863280728466,225,0.14222222222222222,0.48444444444444446,1.2409741248097412,3.40625,0.3422222222222222
internvl,hallusionbench,umpire,correct,confidence=-UQ,1122,684,0.6096256684491979,0.6293993164036423,0.5940194132629333,0.661928689371128,0,0.746688711381162,0.6096256684491979,0.22234221697672651,0.25879863280728466,225,0.5155555555555555,0.8577777777777778,1.407056530214425,1.6637931034482758,0.3422222222222222
internvl,hallusionbench,umpire,hallucination,risk=UQ,1122,498,0.44385026737967914,0.610850453094429,0.5768097562752426,0.6468230313334145,0,0.5206176519456546,0.44385026737967914,0.3387967594033351,0.22170090618885796,225,0.2311111111111111,0.5333333333333333,1.2016064257028112,2.307692307692308,0.3022222222222222
internvl,hallusionbench,umpire,hallucination_given_error,risk=UQ,438,354,0.8082191780821918,0.4461931665321496,0.3771944498637122,0.5169474259006999,0,0.7864840025395078,0.8082191780821918,-0.07840287766778752,-0.10761366693570085,88,0.8409090909090909,0.75,0.9279661016949152,0.8918918918918919,-0.09090909090909094
internvl,mmvet,perplexity,error,risk=UQ,206,82,0.39805825242718446,0.6789929189614476,0.6029814097067618,0.7594147062997376,0,0.5604615685532401,0.39805825242718446,0.4509471706651903,0.3579858379228953,42,0.16666666666666666,0.5714285714285714,1.4355400696864111,3.4285714285714284,0.40476190476190477
internvl,mmvet,perplexity,correct,confidence=-UQ,206,124,0.6019417475728155,0.6789929189614476,0.6086332828345637,0.7536555293743823,0,0.7660781028425659,0.6019417475728155,0.3453044373733926,0.3579858379228953,42,0.42857142857142855,0.8333333333333334,1.3844086021505377,1.9444444444444446,0.4047619047619048
internvl,mmvet,perplexity,hallucination,risk=UQ,206,58,0.2815533980582524,0.6044967381174278,0.5227554797353184,0.6874728881278539,0,0.36144394354634124,0.2815533980582524,0.36650312680286967,0.20899347623485554,42,0.11904761904761904,0.30952380952380953,1.0993431855500821,2.6,0.1904761904761905
internvl,mmvet,perplexity,hallucination_given_error,risk=UQ,82,47,0.573170731707317,0.46869300911854106,0.35484731054583996,0.6019233630952381,0,0.5832680559413242,0.573170731707317,-0.0444765035739626,-0.06261398176291788,17,0.6470588235294118,0.5294117647058824,0.9236545682102629,0.8181818181818181,-0.11764705882352944
internvl,mmvet,semantic_entropy,error,risk=UQ,206,82,0.39805825242718446,0.8236624704956726,0.7611256208687127,0.8739880841376764,0,0.7342636471853791,0.39805825242718446,0.6782264132111049,0.6473249409913453,42,0.16666666666666666,0.8095238095238095,2.0336817653890824,4.857142857142858,0.6428571428571429
internvl,mmvet,semantic_entropy,correct,confidence=-UQ,206,124,0.6019417475728155,0.8236624704956726,0.7643544714141669,0.8791583330401974,0,0.8529701504680102,0.6019417475728155,0.6456112686294989,0.6473249409913453,42,0.19047619047619047,0.9047619047619048,1.5030721966205838,4.75,0.7142857142857143
internvl,mmvet,semantic_entropy,hallucination,risk=UQ,206,58,0.2815533980582524,0.7862301957129544,0.7082185652567143,0.8533585031049862,0,0.6376191881503572,0.2815533980582524,0.5790494977566244,0.5724603914259088,42,0.11904761904761904,0.6666666666666666,2.367816091954023,5.6,0.5476190476190476
internvl,mmvet,semantic_entropy,hallucination_given_error,risk=UQ,82,47,0.573170731707317,0.7127659574468085,0.6009168157423972,0.8291109485752344,0,0.764044473985492,0.573170731707317,0.42111990036184693,0.42553191489361697,17,0.35294117647058826,0.7058823529411765,1.2315394242803506,2.0,0.35294117647058826
internvl,mmvet,umpire,error,risk=UQ,206,82,0.39805825242718446,0.7500983477576711,0.677169620418181,0.814307391826923,0,0.6400520471025569,0.39805825242718446,0.5281660311291813,0.5001966955153423,42,0.07142857142857142,0.7380952380952381,1.8542392566782813,10.333333333333334,0.6666666666666667
internvl,mmvet,umpire,correct,confidence=-UQ,206,124,0.6019417475728155,0.7500983477576711,0.6771498393746297,0.818010524704696,0,0.7990798238689453,0.6019417475728155,0.48938608780383464,0.5001966955153423,42,0.2619047619047619,0.9285714285714286,1.5426267281105992,3.5454545454545454,0.6666666666666667
internvl,mmvet,umpire,hallucination,risk=UQ,206,58,0.2815533980582524,0.6752096924510718,0.5901498538011696,0.7473477564102564,0,0.4459273344748143,0.2815533980582524,0.47609380027574694,0.3504193849021435,42,0.047619047619047616,0.40476190476190477,1.4376026272577997,8.5,0.35714285714285715
internvl,mmvet,umpire,hallucination_given_error,risk=UQ,82,47,0.573170731707317,0.5082066869300912,0.3521574519230769,0.6369054036570638,0,0.622727168606939,0.573170731707317,0.13888121770927306,0.01641337386018238,17,0.47058823529411764,0.5294117647058824,0.9236545682102629,1.125,0.05882352941176472
